player_id,name,country,role,batting_style,bowling_style
322535,Karanveer Singh,India,NULL,Right hand bat,Legbreak googly
323131,Parvinder Awana,India,Bowler,Right hand bat,Right arm medium
324444,Amit Paunikar,India,Wicketkeeper batter,Right hand bat,NULL
325012,Marcus Stoinis,Australia,Middle order batter,Right hand bat,Right arm medium
325026,Glenn Maxwell,Australia,Batting allrounder,Right hand bat,Right arm offbreak
326016,Bhuvneshwar Kumar,India,Bowler,Right hand bat,Right arm medium
326017,Siddarth Kaul,India,Bowler,Right hand bat,Right arm medium
326434,Alex Carey,Australia,Wicketkeeper batter,Left hand bat,NULL
326637,Chris Lynn,Australia,Batter,Right hand bat,Slow left arm orthodox
327123,Ankit Bawne,India,Middle order batter,Right hand bat,Right arm offbreak
327127,PM Sarvesh Kumar,India,NULL,Right hand bat,Right arm medium
328026,Isuru Udana,Sri Lanka,Allrounder,Right hand bat,Left arm medium fast
328163,Debabrata Das,India,NULL,Right hand bat,Legbreak googly
330902,Mustafizur Rahman,Bangladesh,Bowler,Left hand bat,Left arm fast medium
331855,Taruwar Kohli,India,NULL,Right hand bat,Right arm medium
333780,Nic Maddinson,Australia,Opening batter,Left hand bat,Slow left arm orthodox
333904,Aditya Tare,India,Wicketkeeper,Right hand bat,Wicketkeeper
334337,Peter Handscomb,Australia,Batter,Right hand bat,Wicketkeeper
337913,Ankeet Chavan,India,Batter,Left hand bat,Slow left arm orthodox
337916,Siddharth Chitnis,India,Batter,Right hand bat,Right arm offbreak
340841,Eklavya Dwivedi,India,Wicketkeeper,Right hand bat,Wicketkeeper
340854,Harpreet Singh,India,Batter,Left hand bat,Right arm medium
344580,Shreyas Gopal,India,Allrounder,Right hand bat,Legbreak
351588,Mark Wood,England,Bowler,Right hand bat,Right arm fast
353669,Ryan Ninan,India,Allrounder,Right hand bat,Right arm offbreak
355269,James Neesham,New Zealand,Batting allrounder,Left hand bat,Right arm medium fast
360911,Varun Aaron,India,Bowler,Right hand bat,Right arm fast
362541,Doug Bracewell,New Zealand,Bowler,Right hand bat,Right arm fast medium
371150,Ashok Menaria,India,Allrounder,Left hand bat,Slow left arm orthodox
371814,Kevon Cooper,West Indies,Allrounder,Right hand bat,Right arm medium
375126,Hardus Viljoen,South Africa,Bowler,Right hand bat,Right arm fast
376102,Jaskaran Singh,India,Bowler,Right hand bat,Right arm medium
376109,Akshath Reddy,India,NULL,Right hand bat,Legbreak
376116,Umesh Yadav,India,Bowler,Right hand bat,Right arm fast
376169,Michael Neser,Australia,Bowling allrounder,Right hand bat,Right arm medium fast
376324,Anureet Singh,India,Bowler,Right hand bat,Right arm medium
377437,Shoaib Shaikh,India,NULL,Right hand bat,Right arm medium
378496,Parvez Rasool,India,Bowling allrounder,Right hand bat,Right arm offbreak
379143,Quinton de Kock,South Africa,Wicketkeeper batter,Left hand bat,NULL
379145,Tabraiz Shamsi,South Africa,Bowler,Right hand bat,Left arm wrist spin
379504,Adam Zampa,Australia,Bowler,Right hand bat,Legbreak googly
379927,Beuran Hendricks,South Africa,Bowler,Left hand bat,Left arm fast medium
388678,Ben Dunk,Australia,Wicketkeeper batter,Left hand bat,NULL
389605,Ashish Reddy,India,Allrounder,Right hand bat,Right arm medium
390480,Manprit Juneja,India,NULL,Right hand bat,Right arm offbreak
390481,Harshal Patel,India,Bowler,Right hand bat,Right arm medium
390484,Jaydev Unadkat,India,Bowler,Right hand bat,Left arm medium
390547,Rahul Shukla,India,NULL,Right hand bat,Right arm medium
391121,Kamran Khan,India,Bowler,Left hand bat,Left arm medium fast
391485,Jason Holder,West Indies,Bowling allrounder,Right hand bat,Right arm medium fast
393279,Marchant de Lange,South Africa,Bowler,Right hand bat,Right arm fast
398438,Mayank Agarwal,India,Batter,Right hand bat,Right arm offbreak
398439,Karun Nair,India,Top order batter,Right hand bat,Right arm offbreak
398506,Mandeep Singh,India,Allrounder,Right hand bat,Right arm medium
398666,Sean Abbott,Australia,Bowler,Right hand bat,Right arm fast medium
403902,Liam Livingstone,England,Batting allrounder,Right hand bat,Right arm offbreak, Legbreak
422106,Abrar Kazi,India,Bowler,Left hand bat,Slow left arm orthodox
422108,KL Rahul,India,Opening batter,Right hand bat,Wicketkeeper
422342,Siddhesh Lad,India,Middle order batter,Right hand bat,Right arm offbreak
422847,Harmeet Singh,India,NULL,Left hand bat,Slow left arm orthodox
422992,Ankit Sharma,India,Bowler,Left hand bat,Slow left arm orthodox
423838,Rahul Tewatia,India,Bowler,Left hand bat,Legbreak
424219,Ronit More,India,NULL,Right hand bat,Right arm medium
424377,Krishnappa Gowtham,India,Bowling allrounder,Right hand bat,Right arm offbreak
425943,Sanju Samson,India,Wicketkeeper batter,Right hand bat,NULL
430125,Biplab Samantray,India,NULL,Right hand bat,Right arm medium
430246,Yuzvendra Chahal,India,Bowler,Right hand bat,Legbreak googly
430401,Asad Pathan,India,Bowler,Right hand bat,Right arm medium
431213,Pawan Suyal,India,Bowler,Right hand bat,Left arm medium
431876,Krishnakant  Upadhyay,India,NULL,Right hand bat,Right arm medium
431901,Evin Lewis,West Indies,Opening batter,Left hand bat,Opening batter
432783,Sachin Baby,India,Batter,Left hand bat,Right arm offbreak
433410,Bhargav Bhatt,India,Bowler,Left hand bat,Slow left arm orthodox
436757,Heinrich Klaasen,South Africa,Wicketkeeper batter,Right hand bat,NULL
438362,Sandeep Sharma,India,Bowler,Right hand bat,Right arm medium
439952,Chris Morris,South Africa,Bowling allrounder,Right hand bat,Right arm fast medium
446499,Unmukt Chand,India,Top order batter,Right hand bat,Right arm offbreak
446507,Suryakumar Yadav,India,Batter,Right hand bat,Right arm medium, Right arm offbreak
446548,Scott Boland,Australia,Bowler,Right hand bat,Right arm fast medium
446763,Rahul Tripathi,India,Top order batter,Right hand bat,Right arm medium
447261,Deepak Chahar,India,Bowler,Right hand bat,Right arm medium
447439,Ishwar Pandey,India,Bowler,Right hand bat,Right arm medium
447587,Jayant Yadav,India,Bowler,Right hand bat,Right arm offbreak
450860,Adam Milne,New Zealand,Bowler,Right hand bat,Right arm fast
452044,Hanuma Vihari,India,Batting allrounder,Right hand bat,Right arm offbreak
457249,Carlos Brathwaite,West Indies,Allrounder,Right hand bat,Right arm fast medium
459257,Tymal Mills,England,Bowler,Right hand bat,Left arm fast
459508,Andrew Tye,Australia,Bowler,Right hand bat,Right arm medium fast
471342,Krunal Pandya,India,Allrounder,Left hand bat,Slow left arm orthodox
475281,Shardul Thakur,India,Bowler,Right hand bat,Right arm medium
477021,Vijay Shankar,India,Allrounder,Right hand bat,Right arm medium
481896,Mohammed Shami,India,Bowler,Right hand bat,Right arm fast
481979,Anrich Nortje,South Africa,Bowler,Right hand bat,Right arm fast
489889,Pat Cummins,Australia,Bowler,Right hand bat,Right arm fast
493773,Lockie Ferguson,New Zealand,Bowler,Right hand bat,Right arm fast
495551,Sheldon Cottrell,West Indies,Bowler,Right hand bat,Left arm fast medium
497121,Deepak Hooda,India,Allrounder,Right hand bat,Right arm offbreak
499660,Gurinder Sandhu,Australia,Bowler,Left hand bat,Right arm fast medium
500135,Prashant Chopra,India,Opening batter,Right hand bat,Legbreak googly
500268,Ashton Turner,Australia,Middle order batter,Right hand bat,Right arm offbreak
500360,Akshdeep Nath,India,Middle order batter,Right hand bat,Right arm medium fast
502714,Mitchell Santner,New Zealand,Bowling allrounder,Left hand bat,Slow left arm orthodox
506612,Matt Henry,New Zealand,Bowler,Right hand bat,Right arm fast medium
527299,Aniket Choudhary,India,Bowler,Right hand bat,Left arm medium
527663,Jagadeesha Suchith,India,Bowler,Left hand bat,Slow left arm orthodox
528067,Murugan Ashwin,India,Bowler,Right hand bat,Legbreak googly
528967,Veer Pratap Singh,India,NULL,Right hand bat,Right arm medium
528985,Domnic Muthuswami,India,NULL,Right hand bat,Right arm medium
529436,Srikar Bharat,India,Wicketkeeper batter,Right hand bat,NULL
530011,Travis Head,Australia,Middle order batter,Left hand bat,Right arm offbreak
530773,Pawan Negi,India,Bowler,Left hand bat,Slow left arm orthodox
532856,Manan Vohra,India,Opening batter,Right hand bat,Right arm medium
533042,Billy Stanlake,Australia,Bowler,Left hand bat,Right arm fast
537119,Mohit Sharma,India,Bowler,Right hand bat,Right arm medium
537124,Gurkeerat Singh Mann,India,Middle order batter,Right hand bat,Right arm offbreak
537126,Barinder Sran,India,Bowler,Left hand bat,Left arm medium
539548,Scott Kuggeleijn,New Zealand,Bowling allrounder,Right hand bat,Right arm fast medium
542023,Lungi Ngidi,South Africa,Bowler,Right hand bat,Right arm fast medium
545467,Junior Dala,South Africa,Bowler,Right hand bat,Right arm medium
550215,Kagiso Rabada,South Africa,Bowler,Left hand bat,Right arm fast
550235,Tom Curran,England,Bowling allrounder,Right hand bat,Right arm fast medium
554691,Axar Patel,India,Bowling allrounder,Left hand bat,Slow left arm orthodox
554699,Vijay Zol,India,NULL,Left hand bat,Right arm offbreak
554700,Nikhil Naik,India,Wicketkeeper batter,Right hand bat,NULL
559066,Ish Sodhi,New Zealand,Bowler,Right hand bat,Legbreak
559235,Kuldeep Yadav,India,Bowler,Left hand bat,Left arm wrist spin
574178,Akila Dananjaya,Sri Lanka,Allrounder,Left hand bat,Right arm offbreak, Legbreak
587152,Pravin Tambe,India,Bowler,Right hand bat,Legbreak
590327,Dhruv Shorey,India,Top order batter,Right hand bat,Right arm offbreak
591650,Ankit Rajpoot,India,Bowler,Right hand bat,Right arm medium
592735,Sandeep Warrier,India,Bowler,Right hand bat,Right arm medium
600498,Aiden Markram,South Africa,Opening batter,Right hand bat,Right arm offbreak
604302,Nicholas Pooran,West Indies,Wicketkeeper batter,Left hand bat,NULL
604527,Nitish Rana,India,Middle order batter,Left hand bat,Right arm offbreak
625371,Hardik Pandya,India,Allrounder,Right hand bat,Right arm medium fast
625383,Jasprit Bumrah,India,Bowler,Right hand bat,Right arm fast
625964,Tim Seifert,New Zealand,Wicketkeeper batter,Right hand bat,NULL
642519,Shreyas Iyer,India,Top order batter,Right hand bat,Legbreak googly
642525,Sarfaraz Khan,India,Middle order batter,Right hand bat,Legbreak
642531,Ricky Bhui,India,Top order batter,Right hand bat,Legbreak googly
643433,George Garton,England,Bowling allrounder,Left hand bat,Left arm fast
662973,Sam Curran,England,Allrounder,Left hand bat,Left arm medium fast
669855,Jofra Archer,England,Bowler,Right hand bat,Right arm fast
670025,Shimron Hetmyer,West Indies,Top order batter,Left hand bat,Top order batter
670031,Alzarri Joseph,West Indies,Bowler,Right hand bat,Right arm fast medium
677081,Keemo Paul,West Indies,Allrounder,Right hand bat,Right arm fast medium
694209,Monu Kumar,India,Bowling allrounder,Right hand bat,Right arm medium
694211,Avesh Khan,India,Bowler,Right hand bat,Right arm fast medium
700167,Navdeep Saini,India,Bowler,Right hand bat,Right arm fast
714451,Shivam Dube,India,Allrounder,Left hand bat,Right arm medium
717201,Shivam Sharma,India,NULL,Right hand bat,Right arm offbreak
719715,Washington Sundar,India,Bowling allrounder,Left hand bat,Right arm offbreak
720471,Ishan Kishan,India,Wicketkeeper batter,Left hand bat,NULL
723105,Rinku Singh,India,Middle order batter,Left hand bat,Right arm offbreak
732291,Basil Thampi,India,Bowler,Right hand bat,Right arm fast medium
732293,Vishnu Vinod,India,Wicketkeeper batter,Right hand bat,NULL
777515,Praveen Dubey,India,Bowler,Right hand bat,Legbreak googly
777537,KC Cariappa,India,Bowler,Right hand bat,Legbreak
784379,Wanindu Hasaranga de Silva,Sri Lanka,Allrounder,Right hand bat,Legbreak
787073,Chris Green,Australia,Bowling allrounder,Right hand bat,Right arm offbreak
793463,Rashid Khan,Afghanistan,Bowler,Right hand bat,Legbreak googly
802575,T Natarajan,India,Bowler,Left hand bat,Left arm medium
822553,Tushar Deshpande,India,Bowler,Left hand bat,Right arm medium
826901,Daniel Sams,Australia,Allrounder,Right hand bat,Left arm fast medium
826915,Nathan Ellis,Australia,Bowler,Right hand bat,Right arm fast medium
851261,Anmolpreet Singh,India,Batter,Right hand bat,Right arm offbreak
851403,Venkatesh Iyer,India,Allrounder,Left hand bat,Right arm medium
853259,Nathu Singh,India,Bowler,Right hand bat,Right arm medium
853265,Mahipal Lomror,India,Allrounder,Left hand bat,Slow left arm orthodox
877051,Tom Banton,England,Opening batter,Right hand bat,Wicketkeeper
892749,Tim David,Singapore,Allrounder,Right hand bat,Right arm offbreak
914541,Sherfane Rutherford,West Indies,Middle order batter,Left hand bat,Right arm fast medium
914567,Oshane Thomas,West Indies,Bowler,Left hand bat,Right arm fast
917159,Prasidh Krishna,India,Bowler,Right hand bat,Right arm medium fast
917213,Shivil Kaushik,India,Bowler,Right hand bat,Left arm wrist spin
931581,Rishabh Pant,India,Wicketkeeper batter,Left hand bat,NULL
940973,Mohammed Siraj,India,Bowler,Right hand bat,Right arm medium fast
942645,Khaleel Ahmed,India,Bowler,Right hand bat,Left arm medium
960361,Sandeep Lamichhane,Nepal,Bowler,Right hand bat,Legbreak googly
967603,Ishan Porel,India,Bowler,Right hand bat,Right arm medium
974109,Mujeeb Ur Rahman,Afghanistan,Bowler,Right hand bat,Right arm offbreak
1048813,Narayan Jagadeesan,India,Opening batter,Right hand bat,Wicketkeeper
1060380,Ruturaj Gaikwad,India,Batter,Right hand bat,Right arm offbreak
1064812,Rahul Chahar,India,Bowler,Right hand bat,Legbreak googly
1070168,Prithvi Shaw,India,Opening batter,Right hand bat,Right arm offbreak
1070173,Shubman Gill,India,Opening batter,Right hand bat,Right arm offbreak
1070180,Priyam Garg,India,Top order batter,Right hand bat,Right arm medium
1070183,Abhishek Sharma,India,Allrounder,Left hand bat,Slow left arm orthodox
1070188,Kamlesh Nagarkoti,India,Bowler,Right hand bat,Right arm fast
1079434,Riyan Parag,India,Top order batter,Right hand bat,Legbreak
1079668,Shubham Agarwal,India,NULL,Right hand bat,Legbreak googly
1079839,Anukul Roy,India,Allrounder,Left hand bat,Slow left arm orthodox
1079848,Shivam Mavi,India,Allrounder,Right hand bat,Right arm fast medium
1081442,Mayank Markande,India,Bowler,Right hand bat,Legbreak
1082859,Tejas Baroka,India,NULL,Right hand bat,Legbreak googly
1083030,KM Asif,India,Bowler,Right hand bat,Right arm medium
1083033,Kulwant Khejroliya,India,Bowler,Left hand bat,Left arm medium fast
1083128,Ankit Soni,India,Allrounder,Right hand bat,Legbreak
1108375,Varun Chakravarthy,India,Bowler,Right hand bat,Right arm offbreak
1119026,Devdutt Padikkal,India,Top order batter,Left hand bat,Right arm offbreak
1121579,Prithvi Raj,India,Bowler,Left hand bat,Left arm medium
1122918,Kartik Tyagi,India,Bowler,Right hand bat,Right arm medium fast
1124282,Josh Philippe,Australia,Wicketkeeper batter,Right hand bat,NULL
1125976,Arshdeep Singh,India,Bowler,Left hand bat,Left arm medium fast
1131619,Sudhesan Midhun,India,Bowler,Right hand bat,Legbreak googly
1131754,Chetan Sakariya,India,Bowler,Left hand bat,Left arm medium fast
1151278,Yashasvi Jaiswal,India,Opening batter,Left hand bat,Legbreak
1159711,Shahbaz Ahmed,India,Allrounder,Left hand bat,Slow left arm orthodox
1159712,Prayas Ray Barman,India,Bowler,Right hand bat,Legbreak googly
1161024,Prabhsimran Singh,India,Wicketkeeper batter,Right hand bat,NULL
1161489,Rasikh Salam,India,Bowler,Right hand bat,Right arm medium
1168641,Harpreet Brar,India,Bowler,Left hand bat,Slow left arm orthodox
1175441,Ravi Bishnoi,India,Bowler,Right hand bat,Legbreak googly
1175485,Abdul Samad,India,Batter,Right hand bat,Legbreak
